MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,Lot Frontage_na,Mas Vnr Area_na,Bsmt Full Bath_na,Bsmt Half Bath_na,Garage Yr Blt_na,Garage Cars_na,Garage Area_na,BsmtFin SF 1_na,BsmtFin SF 2_na,Bsmt Unf SF_na,Total Bsmt SF_na
0.18181818181818182,0.6666666666666666,0.44363261364254414,0.33591484342050426,1.0,0.5,0.3333333333333333,1.0,1.0,0.25,0.5,0.7142857142857142,0.6666666666666666,1.0,0.75,0.0,0.5555555555555556,0.75,0.17647058823529413,0.17647058823529413,0.0,0.0,0.30000000000000004,0.4,0.6666666666666666,0.3,0.33333333333333337,0.5,0.5,0.5,0.5,0.3333333333333333,0.4000000000000001,0.05262225372076541,0.2,1.0,0.0,0.1397708674304419,1.0,0.5,1.0,1.0,0.4262910545102616,0.4806659505907626,0.0,0.5924517630990351,0.0,0.0,0.25,0.5,0.375,0.5,0.5,0.36363636363636365,1.0,0.25,0.8,0.0,0.17647058823529413,0.0,0.5,0.2903225806451613,0.5,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.4182081213682387,0.30914623641985106,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.0,0.0,0.0,0.0,1.0,0.9,0.3333333333333333,0.0,0.33333333333333337,0.75,1.0,0.5,0.5,0.0,0.8,0.13377037562012759,0.0,0.0,0.10059931506849315,0.16202945990180034,1.0,1.0,1.0,1.0,0.38616137150258645,0.0,0.0,0.31907583365337056,0.3333333333333333,0.0,0.25,0.0,0.375,0.5,0.5,0.18181818181818188,1.0,0.0,0.0,0.75,0.0,0.5,0.25,0.2956989247311828,0.5,0.5,1.0,0.07586206896551724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.5218325137269542,0.3324074386420698,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.9047619047619047,0.6666666666666666,1.0,0.75,1.0,0.7777777777777777,0.5,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0.9,1.0,0.4925,0.6666666666666666,0.5,1.0,0.75,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.46446917808219174,0.17757774140752866,1.0,1.0,1.0,1.0,0.4348369663834095,0.4564983888292159,0.0,0.5883029305882626,0.0,0.0,0.5,0.5,0.375,0.5,1.0,0.4545454545454546,1.0,0.25,0.8,1.0,0.2352941176470588,1.0,0.75,0.5060483870967742,0.5,0.5,1.0,0.20344827586206896,0.09973045822102426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.44563844305834177,0.24944797466551316,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.38095238095238093,0.6666666666666666,1.0,0.75,0.6000000000000001,0.4444444444444445,0.75,0.0,0.0,0.0,0.0,0.2,0.2,0.6666666666666666,0.028125,0.33333333333333337,0.5,0.5,0.5,0.5,0.0,0.4000000000000001,0.1041814316087881,0.0,0.0,0.18065068493150685,0.16530278232405893,1.0,1.0,1.0,1.0,0.43973790938945,0.0,0.0,0.372211004847538,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.2727272727272727,1.0,0.0,0.0,0.75,0.0,0.5,0.25,0.1706989247311828,0.5,0.5,1.0,0.0,0.0215633423180593,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.2727272727272727,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18181818181818182,0.0,0.4238592228593645,0.2885058699175591,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.6666666666666666,1.0,0.75,0.0,0.3333333333333333,0.75,0.17647058823529413,0.17647058823529413,0.0,0.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.33333333333333337,0.5,0.75,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.367722602739726,0.14058919803600656,1.0,0.75,1.0,1.0,0.3301646534281897,0.17132116004296455,0.0,0.3871054615990386,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.36363636363636365,1.0,0.0,0.0,0.0,0.17647058823529413,0.5,0.25,0.25806451612903225,0.5,0.5,0.0,0.07816091954022988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.4182081213682387,0.2830554568822067,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.47619047619047616,0.6666666666666666,1.0,0.75,1.0,0.5555555555555556,0.5,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0.9,0.6666666666666666,0.02375,0.6666666666666666,0.5,1.0,0.75,0.5,0.0,1.0000000000000002,0.06413890857547838,0.0,0.0,0.1678082191780822,0.12340425531914895,1.0,1.0,1.0,1.0,0.2787283860334897,0.45918367346938777,0.0,0.509101640869964,0.0,0.0,0.5,0.5,0.375,0.5,0.75,0.2727272727272727,1.0,0.0,0.0,0.75,0.2352941176470588,0.5,0.5,0.3528225806451613,0.5,0.5,1.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4560656102716869,0.30216734411411983,1.0,0.5,0.0,0.3333333333333333,1.0,0.25,0.0,0.0,0.6666666666666666,1.0,0.75,0.6000000000000001,0.2222222222222222,0.25,0.05882352941176469,0.05882352941176469,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.33333333333333337,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.10488013698630136,0.04009819967266776,1.0,0.5,0.0,1.0,0.30060942338812646,0.0,0.0,0.2342286675551115,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.18181818181818188,1.0,0.0,0.0,0.75,0.05882352941176469,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.04851752021563342,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7272727272727273,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.44363261364254414,0.3232008416807367,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.38095238095238093,0.6666666666666666,1.0,0.75,0.6000000000000001,0.5555555555555556,0.5,0.0,0.0,1.0,0.0,0.7000000000000001,0.7000000000000001,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.5,0.5,0.0,0.8,0.049964564138908575,0.2,1.0,0.2842465753424657,0.16055646481178398,1.0,0.5,1.0,1.0,0.3825584164296707,0.0,0.0,0.315502559937765,0.3333333333333333,0.0,0.25,0.5,0.375,0.5,0.5,0.18181818181818188,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.38709677419354843,0.5,0.5,1.0,0.0,0.42048517520215634,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.6859868103569411,0.42313928192838446,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.23809523809523808,0.6666666666666666,1.0,0.75,0.6000000000000001,0.4444444444444445,0.375,0.0,0.0,0.0,0.0,0.6000000000000001,0.7000000000000001,0.6666666666666666,0.0825,0.33333333333333337,0.5,0.5,0.5,0.5,0.0,0.6000000000000001,0.03118355776045358,0.0,0.0,0.5522260273972602,0.23993453355155483,1.0,0.5,1.0,1.0,0.5410454945049779,0.0,0.0,0.47268401207597144,0.0,0.0,0.25,0.5,0.375,0.5,0.25,0.2727272727272727,1.0,0.5,0.8,0.75,0.0,1.0,0.5,0.3548387096774194,0.5,0.5,1.0,0.0,0.18867924528301888,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7272727272727273,0.6666666666666666,0.40071794056087273,0.26614789514862336,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.23809523809523808,0.6666666666666666,1.0,0.75,0.8,0.3333333333333333,0.625,0.3529411764705882,0.3529411764705882,0.0,0.0,0.2,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,1.0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.1780821917808219,0.06808510638297872,1.0,0.75,1.0,0.6666666666666666,0.4633689744302516,0.0,0.0,0.39564739577475727,0.0,0.0,0.25,0.0,0.375,0.5,0.5,0.2727272727272727,1.0,0.0,0.0,0.5,0.3529411764705882,0.0,0.25,0.20967741935483872,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
