MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,Lot Frontage_na,Mas Vnr Area_na,Bsmt Full Bath_na,Bsmt Half Bath_na,Garage Yr Blt_na,Garage Cars_na,Garage Area_na,BsmtFin SF 1_na,BsmtFin SF 2_na,Bsmt Unf SF_na,Total Bsmt SF_na
0.18181818181818182,0.3333333333333333,0.38858111692291897,0.32161192516275305,1.0,0.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.14285714285714285,0.6666666666666666,1.0,0.75,0.0,0.5555555555555556,0.75,0.17647058823529413,0.17647058823529413,0.0,0.0,0.8,0.2,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.5,0.0,0.2,0.08734939759036145,0.0,0.0,0.43535958904109584,0.24713584288052376,0.0,1.0,1.0,1.0,0.5715875974078823,0.6487647690655209,0.0,0.7247486837227863,0.0,0.0,0.5,0.0,0.625,0.5,0.5,0.4545454545454546,0.25,0.5,0.6000000000000001,0.0,0.17647058823529413,0.0,0.5,0.34946236559139787,0.25,0.5,1.0,0.0,0.7371967654986523,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.4545454545454545,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7272727272727273,0.6666666666666666,0.5303418530338768,0.2834389518399232,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.3333333333333333,0.6666666666666666,1.0,0.75,0.8,0.5555555555555556,0.75,0.3529411764705882,0.3529411764705882,0.0,0.0,0.6000000000000001,0.7000000000000001,0.6666666666666666,0.02875,0.33333333333333337,0.5,0.5,0.75,0.75,0.6666666666666667,0.8,0.08965272856130405,0.0,0.0,0.0,0.0828150572831424,1.0,0.5,1.0,1.0,0.46598170476404244,0.0,0.0,0.39823860228129426,0.3333333333333333,0.0,0.25,0.0,0.375,0.5,0.5,0.2727272727272727,1.0,0.25,0.6000000000000001,0.75,0.3529411764705882,0.0,0.5,0.3306451612903226,0.5,0.5,1.0,0.33563218390804594,0.016172506738544475,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.4611710699445053,0.3299684688372567,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.23809523809523808,0.6666666666666666,1.0,0.75,0.6000000000000001,0.3333333333333333,0.5,0.0,0.0,1.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.03,0.33333333333333337,0.5,0.5,0.5,0.5,0.0,0.4000000000000001,0.09213323883770376,0.0,0.0,0.18835616438356162,0.15711947626841244,1.0,0.5,1.0,0.3333333333333333,0.37402131092352464,0.0,0.0,0.3070357836124704,0.3333333333333333,0.0,0.25,0.0,0.375,0.5,0.5,0.2727272727272727,1.0,0.0,0.0,0.75,0.0,1.0,0.25,0.2903225806451613,0.5,0.5,0.5,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9090909090909092,0.6666666666666666,0.19950414206813205,0.13879480620915663,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.5238095238095237,0.6666666666666666,1.0,0.25,0.6000000000000001,0.7777777777777777,0.5,0.588235294117647,0.588235294117647,0.0,0.0,0.2,0.2,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.75,0.5,1.0,1.0000000000000002,0.15237420269312546,0.0,0.0,0.07534246575342465,0.1695581014729951,1.0,0.5,1.0,1.0,0.4040795136724866,0.0,0.0,0.3368463651067013,0.3333333333333333,0.0,0.25,0.0,0.125,0.5,0.75,0.09090909090909094,1.0,0.25,0.6000000000000001,0.0,0.588235294117647,1.0,0.5,0.3252688172043011,0.5,0.5,1.0,0.1528735632183908,0.14555256064690028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7272727272727273,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8181818181818182,0.6666666666666666,0.4124694024171558,0.2571971652548122,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6000000000000001,0.6666666666666665,0.5,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.051250000000000004,0.6666666666666666,0.5,1.0,0.75,0.5,0.6666666666666667,1.0000000000000002,0.12827781715095676,0.0,0.0,0.21746575342465752,0.2016366612111293,1.0,1.0,1.0,1.0,0.47243881843683466,0.0,0.0,0.4046425218691656,0.3333333333333333,0.0,0.5,0.0,0.25,0.5,0.75,0.2727272727272727,1.0,0.0,0.0,0.75,0.0,0.5,0.5,0.42473118279569894,0.5,0.5,1.0,0.15172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18181818181818182,0.3333333333333333,0.3630440983780667,0.3161182336062939,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.14285714285714285,0.6666666666666666,1.0,0.75,0.0,0.4444444444444445,0.5,0.17647058823529413,0.17647058823529413,0.0,0.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.33333333333333337,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.3428938356164383,0.13109656301145664,1.0,0.75,0.0,1.0,0.3025845005469465,0.3469387755102041,0.0,0.46757982414426946,0.0,0.0,0.25,0.0,0.375,0.5,0.5,0.2727272727272727,1.0,0.0,0.0,0.75,0.17647058823529413,0.0,0.0,0.0,0.5,0.5,0.0,0.09195402298850575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.44363261364254414,0.3554677914917158,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5714285714285714,0.6666666666666666,1.0,0.75,1.0,0.6666666666666665,0.75,0.2352941176470588,0.2352941176470588,0.5,1.0,0.7000000000000001,0.7000000000000001,0.6666666666666666,0.105,0.6666666666666666,0.5,1.0,0.75,0.5,0.0,0.8,0.17505315379163713,0.0,0.0,0.18493150684931506,0.23240589198036007,1.0,1.0,1.0,1.0,0.5284678814432016,0.7626208378088077,0.0,0.7314182330369761,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.4545454545454546,0.75,0.5,0.8,0.75,0.2352941176470588,1.0,1.0,0.8830645161290324,0.5,0.75,1.0,0.0,0.0215633423180593,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.9999999999999999,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.4996618181262178,0.33035991172136747,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.6666666666666665,0.5,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0.9,0.6666666666666666,0.28,0.6666666666666666,0.5,1.0,0.75,0.5,0.0,1.0000000000000002,0.17717930545712263,0.0,0.0,0.09546232876712328,0.20016366612111294,1.0,1.0,1.0,1.0,0.4695461883325387,0.48549946294307195,0.0,0.6183051780602349,0.3333333333333333,0.0,0.5,0.5,0.375,0.5,0.75,0.18181818181818188,1.0,0.5,0.6000000000000001,0.75,0.2352941176470588,0.5,0.5,0.3528225806451613,0.5,0.5,1.0,0.19655172413793104,0.17789757412398924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36363636363636365,0.3333333333333333,0.04942530403908929,0.027705834413204844,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.5238095238095237,0.6666666666666666,1.0,0.25,1.0,0.5555555555555556,0.625,0.8235294117647058,0.8235294117647058,0.0,0.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.33333333333333337,0.75,0.5,0.75,0.5,0.0,1.0000000000000002,0.05846917080085046,0.0,0.0,0.07962328767123288,0.08445171849427169,1.0,0.75,1.0,1.0,0.13890864797811897,0.27712137486573574,0.0,0.34023075600306685,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.18181818181818188,1.0,0.25,0.6000000000000001,0.0,0.8235294117647058,0.0,0.5,0.31048387096774194,0.5,0.5,1.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.9999999999999999,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4545454545454546,0.6666666666666666,0.38858111692291897,0.28498694831682325,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.38095238095238093,0.6666666666666666,1.0,0.5,0.6000000000000001,0.2222222222222222,0.375,0.4117647058823529,0.4117647058823529,0.0,0.0,0.1,0.5,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.5,0.5,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.4055998270702261,0.0,0.0,0.3383541540726154,0.0,0.0,0.5,0.0,0.25,1.0,0.5,0.2727272727272727,1.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.5,0.2688172043010753,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
